uf,ano,mes,chuva_mm,temp_c,media_chuva_mm,media_temp_c,anomalia_chuva,anomalia_temp,ipca_acum_ano,ipca_var_mensal
MA,2022,3,1698.8,26.74017898292538,6080.4800000000005,26.32535244973591,-4381.68,0.41482653318946916,4.89,2.42
MA,2022,4,4737.6,26.61769676794635,5035.280000000001,26.54547160293439,-297.6800000000003,0.07222516501195742,7.05,2.06
MA,2022,5,3390.4,26.709686927109146,2083.2799999999997,27.07577703857108,1307.1200000000003,-0.3660901114619328,7.56,0.48
MA,2022,6,1789.2,26.768781760730082,990.0799999999999,26.828559316838675,799.1200000000001,-0.05977755610859248,8.42,0.8
MA,2022,7,842.8,26.921512529448194,336.96,26.811151810914925,505.84,0.11036071853326845,9.83,1.3
MA,2022,8,390.4,27.23520520221736,141.28,27.648458944353173,249.11999999999998,-0.41325374213581156,10.1,0.24
MA,2022,9,289.6,28.114819243156198,166.96,28.772843328060787,122.64000000000001,-0.6580240849045893,9.54,-0.51
MA,2022,10,990.4,28.775210367151978,534.08,28.954107219791176,456.31999999999994,-0.1788968526391983,10.32,0.72
MA,2022,11,4851.6,26.873072611250905,1838.4,28.11472428269197,3013.2000000000003,-1.2416516714410655,10.91,0.53
MA,2022,12,3707.2,26.750466378514513,1985.6,27.779072745696975,1721.6,-1.0286063671824621,11.64,0.66
MA,2023,1,4138.4,26.10743146193427,3769.84,26.791873516563754,368.5599999999995,-0.6844420546294856,0.59,0.59
MA,2023,2,3370.8,26.223666752502155,4110.16,26.6361462357567,-739.3599999999997,-0.41247948325454686,0.76,0.16
MA,2023,3,8736.0,25.675596060457927,6080.4800000000005,26.32535244973591,2655.5199999999995,-0.6497563892779823,0.81,0.05
MA,2023,4,4981.2,26.23671451133408,5035.280000000001,26.54547160293439,-54.08000000000084,-0.30875709160031306,1.53,0.71
MA,2023,5,2970.4,26.918027085506047,2083.2799999999997,27.07577703857108,887.1200000000003,-0.15774995306503214,1.69,0.16
MA,2023,6,1131.6,26.817469806763285,990.0799999999999,26.828559316838675,141.51999999999998,-0.011089510075390052,1.02,-0.66
MA,2023,7,244.0,26.984173938905528,336.96,26.811151810914925,-92.95999999999998,0.17302212799060257,0.55,-0.46
MA,2023,8,162.0,27.858943153614323,141.28,27.648458944353173,20.72,0.21048420926114986,-0.31,-0.85
MA,2023,9,78.0,29.00103889241797,166.96,28.772843328060787,-88.96000000000001,0.2281955643571827,-1.02,-0.71
